timestamp,age,gender,drink_preference,socials_preference,total_spend,weather,return_likelihood
25/06/2023,65,F,wine,Facebook,67.55,Sunny,No
10/06/2023,23,F,cocktail,TikTok,43.52,Sunny,No
10/06/2023,49,M,whiskey,Twitter,74.72,Sunny,Yes
18/06/2023,58,F,wine,Facebook,32.86,Sunny,Yes
24/06/2023,47,M,whiskey,Twitter,99.34,Rainy,Yes
04/06/2023,52,M,whiskey,Facebook,65.52,Sunny,Yes
24/06/2023,42,M,wine,Facebook,85.8,Rainy,No
10/06/2023,26,M,beer,TikTok,38.26,Sunny,No
17/06/2023,37,M,cocktail,TikTok,43.36,Cloudy,No
11/06/2023,47,M,whiskey,Facebook,60.32,Sunny,No
04/06/2023,43,M,wine,Facebook,57.48,Sunny,Yes
17/06/2023,42,M,whiskey,Facebook,58.03,Cloudy,Yes
02/06/2023,49,M,whiskey,Facebook,76.1,Cloudy,Yes
06/06/2023,44,M,whiskey,Facebook,70.18,Sunny,Yes
11/06/2023,46,M,whiskey,Facebook,71.97,Sunny,Yes
09/06/2023,49,M,wine,Facebook,67.23,Cloudy,Yes
04/06/2023,60,F,wine,Facebook,53.97,Sunny,No
10/06/2023,44,M,wine,Facebook,71.79,Sunny,Yes
10/06/2023,41,M,whiskey,Facebook,66.17,Sunny,Yes
14/06/2023,44,M,whiskey,Facebook,74.57,Stormy,Yes
20/06/2023,45,M,whiskey,Facebook,68.09,Sunny,Yes
10/06/2023,74,F,wine,Facebook,29.25,Sunny,No
04/06/2023,48,M,whiskey,Facebook,73.38,Sunny,Yes
20/06/2023,47,M,whiskey,Facebook,72.11,Sunny,Yes
18/06/2023,26,F,beer,Twitter,19.29,Sunny,No
03/06/2023,49,M,whiskey,Facebook,77.2,Rainy,Yes
19/06/2023,47,M,whiskey,Facebook,80.92,Cloudy,Yes
24/06/2023,42,M,whiskey,Facebook,74.04,Rainy,Yes
26/06/2023,76,F,cocktail,Facebook,51.51,Rainy,No
11/06/2023,45,M,whiskey,Facebook,73.76,Sunny,Yes
27/06/2023,46,M,whiskey,Facebook,59.32,Cloudy,Yes
11/06/2023,78,F,wine,Facebook,43.04,Sunny,Yes
24/06/2023,46,M,whiskey,Facebook,61.67,Rainy,No
04/06/2023,64,F,wine,Instagram,58.43,Sunny,Yes
14/06/2023,53,M,whiskey,Facebook,73.95,Stormy,Yes
03/06/2023,46,M,whiskey,Facebook,56.27,Rainy,No
18/06/2023,18,F,cocktail,TikTok,32.41,Sunny,No
22/06/2023,48,M,whiskey,Facebook,74.39,Cloudy,Yes
23/06/2023,45,M,whiskey,Facebook,48.17,Sunny,Yes
30/06/2023,27,F,beer,TikTok,42.87,Sunny,Yes
27/06/2023,40,M,whiskey,Facebook,69.76,Cloudy,No
24/06/2023,64,F,wine,Facebook,42.96,Rainy,Yes
03/06/2023,46,M,whiskey,Facebook,57.61,Rainy,No
13/06/2023,18,F,beer,TikTok,36.89,Sunny,No
07/06/2023,41,M,whiskey,Twitter,78.04,Sunny,Yes
28/06/2023,47,M,whiskey,Facebook,49.78,Cloudy,Yes
05/06/2023,42,M,whiskey,Facebook,59.83,Cloudy,Yes
14/06/2023,50,M,whiskey,Facebook,70.86,Stormy,Yes
05/06/2023,48,M,whiskey,Facebook,68.9,Cloudy,Yes
24/06/2023,55,M,whiskey,Facebook,81.94,Rainy,Yes
26/06/2023,48,M,whiskey,Facebook,67.17,Rainy,Yes
03/06/2023,58,F,wine,Facebook,53.55,Rainy,Yes
24/06/2023,46,M,wine,Twitter,73.13,Rainy,Yes
23/06/2023,42,M,whiskey,Facebook,71.56,Sunny,Yes
18/06/2023,40,M,whiskey,Facebook,72.41,Sunny,Yes
11/06/2023,49,M,whiskey,Facebook,71.17,Sunny,Yes
13/06/2023,48,M,whiskey,Facebook,68.26,Sunny,Yes
24/06/2023,39,M,whiskey,Facebook,75.12,Rainy,Yes
17/06/2023,40,M,whiskey,Facebook,62.37,Cloudy,No
09/06/2023,72,F,cocktail,Instagram,44.85,Cloudy,Yes
19/06/2023,63,F,wine,Facebook,57.21,Cloudy,No
07/06/2023,49,M,whiskey,Facebook,62.8,Sunny,Yes
25/06/2023,44,M,whiskey,Facebook,64.5,Sunny,Yes
10/06/2023,43,M,whiskey,Facebook,63.6,Sunny,Yes
02/06/2023,37,M,whiskey,Facebook,72.18,Cloudy,Yes
15/06/2023,42,M,whiskey,Facebook,73.43,Sunny,Yes
03/06/2023,68,F,wine,Facebook,63.66,Rainy,No
17/06/2023,50,M,whiskey,Facebook,75.35,Cloudy,Yes
25/06/2023,70,F,wine,Facebook,43.25,Sunny,Yes
11/06/2023,73,F,wine,Facebook,48.62,Sunny,Yes
25/06/2023,48,M,wine,Facebook,64.68,Sunny,Yes
18/06/2023,21,M,cocktail,Twitter,14.8,Sunny,Yes
19/06/2023,48,M,whiskey,Facebook,69.57,Cloudy,No
17/06/2023,37,M,whiskey,Facebook,90.36,Cloudy,Yes
29/06/2023,65,F,cocktail,Facebook,25.89,Rainy,Yes
24/06/2023,40,M,whiskey,Facebook,76.22,Rainy,Yes
07/06/2023,46,M,whiskey,Facebook,69.88,Sunny,Yes
07/06/2023,34,M,whiskey,Facebook,74.17,Sunny,Yes
24/06/2023,49,M,whiskey,Facebook,89.78,Rainy,Yes
24/06/2023,65,F,wine,Facebook,48.93,Rainy,No
10/06/2023,23,F,cocktail,Twitter,12.42,Sunny,No
04/06/2023,48,M,whiskey,Facebook,77.67,Sunny,Yes
25/06/2023,50,M,whiskey,Facebook,59.95,Sunny,Yes
29/06/2023,66,F,cocktail,Instagram,47.51,Rainy,No
17/06/2023,42,M,whiskey,Facebook,64.27,Cloudy,No
17/06/2023,26,M,cocktail,Twitter,27.54,Cloudy,Yes
10/06/2023,54,M,wine,Facebook,64.28,Sunny,No
20/06/2023,48,M,whiskey,Facebook,65.04,Sunny,No
04/06/2023,42,M,whiskey,Facebook,73.93,Sunny,Yes
02/06/2023,39,M,whiskey,Facebook,49.31,Cloudy,Yes
16/06/2023,47,M,whiskey,Facebook,77.96,Cloudy,No
10/06/2023,28,M,cocktail,TikTok,25.72,Sunny,No
27/06/2023,45,M,whiskey,Twitter,87.31,Cloudy,Yes
24/06/2023,45,M,whiskey,Facebook,69.49,Rainy,Yes
23/06/2023,46,M,whiskey,Facebook,92.17,Sunny,Yes
10/06/2023,44,M,whiskey,Facebook,72.95,Sunny,Yes
18/06/2023,42,M,whiskey,Facebook,74.17,Sunny,Yes
14/06/2023,40,M,wine,Facebook,66.11,Stormy,No
08/06/2023,61,M,whiskey,Twitter,67.32,Cloudy,Yes
09/06/2023,45,M,whiskey,Facebook,65.97,Cloudy,Yes
15/06/2023,45,M,wine,Facebook,89.31,Sunny,Yes
25/06/2023,50,M,wine,Facebook,61.31,Sunny,No
21/06/2023,37,M,wine,Facebook,77.62,Sunny,Yes
30/06/2023,21,M,beer,Twitter,18.93,Sunny,No
03/06/2023,54,M,whiskey,Facebook,66.99,Rainy,Yes
21/06/2023,44,M,whiskey,Instagram,62.79,Sunny,Yes
11/06/2023,50,M,whiskey,Facebook,58.25,Sunny,Yes
25/06/2023,48,M,whiskey,Facebook,56.7,Sunny,Yes
25/06/2023,51,M,whiskey,Twitter,65.75,Sunny,Yes
04/06/2023,50,M,whiskey,Facebook,69.85,Sunny,Yes
10/06/2023,47,M,whiskey,Facebook,67.61,Sunny,Yes
09/06/2023,44,M,whiskey,Facebook,60.07,Cloudy,Yes
09/06/2023,25,M,cocktail,TikTok,10.44,Cloudy,Yes
09/06/2023,65,F,wine,Facebook,51.91,Cloudy,Yes
29/06/2023,73,F,wine,Facebook,26.75,Rainy,Yes
17/06/2023,54,M,whiskey,Facebook,75.43,Cloudy,Yes
04/06/2023,71,F,wine,Facebook,35.78,Sunny,No
10/06/2023,22,M,cocktail,Instagram,19.34,Sunny,No
24/06/2023,20,F,cocktail,TikTok,10.19,Rainy,No
03/06/2023,54,F,cocktail,Instagram,50.26,Rainy,Yes
06/06/2023,48,M,whiskey,Facebook,57.05,Sunny,No
19/06/2023,25,M,cocktail,TikTok,29.84,Cloudy,No
23/06/2023,41,M,wine,Twitter,60.74,Sunny,Yes
19/06/2023,22,F,beer,Twitter,37.98,Cloudy,No
17/06/2023,45,M,whiskey,Twitter,63.09,Cloudy,Yes
10/06/2023,21,M,cocktail,Twitter,35.16,Sunny,No
11/06/2023,46,M,whiskey,Facebook,62.24,Sunny,Yes
04/06/2023,53,M,whiskey,Facebook,54.27,Sunny,Yes
16/06/2023,37,M,wine,Facebook,57.58,Cloudy,No
18/06/2023,19,M,beer,TikTok,24.9,Sunny,Yes
03/06/2023,47,M,whiskey,Facebook,65.3,Rainy,No
17/06/2023,42,M,wine,Twitter,53.74,Cloudy,Yes
23/06/2023,53,M,whiskey,Facebook,56.8,Sunny,Yes
18/06/2023,43,M,whiskey,Facebook,70.95,Sunny,Yes
04/06/2023,44,M,wine,Facebook,59.51,Sunny,No
06/06/2023,50,M,whiskey,Facebook,62.49,Sunny,Yes
25/06/2023,70,F,wine,Facebook,29.99,Sunny,Yes
24/06/2023,67,F,cocktail,Facebook,57.45,Rainy,No
03/06/2023,41,M,whiskey,Facebook,74.48,Rainy,Yes
11/06/2023,43,M,wine,Twitter,81.67,Sunny,No
17/06/2023,39,M,whiskey,Facebook,55.57,Cloudy,Yes
18/06/2023,41,M,wine,Facebook,70.81,Sunny,No
18/06/2023,39,M,whiskey,Facebook,71.29,Sunny,Yes
10/06/2023,46,M,whiskey,Facebook,71.72,Sunny,Yes
03/06/2023,46,M,whiskey,Facebook,73.91,Rainy,Yes
18/06/2023,63,F,wine,Facebook,51.65,Sunny,Yes
03/06/2023,46,M,whiskey,Facebook,87.43,Rainy,Yes
26/06/2023,42,M,whiskey,Facebook,67.66,Rainy,Yes
24/06/2023,70,F,wine,Facebook,55.88,Rainy,Yes
25/06/2023,55,M,whiskey,Facebook,67.68,Sunny,Yes
04/06/2023,50,M,whiskey,Facebook,74.13,Sunny,No
24/06/2023,52,M,whiskey,Facebook,93.41,Rainy,Yes
26/06/2023,40,M,whiskey,Facebook,72.57,Rainy,Yes
25/06/2023,18,M,beer,Twitter,42.97,Sunny,No
17/06/2023,44,M,whiskey,Facebook,87.98,Cloudy,Yes
01/06/2023,48,M,whiskey,Facebook,71.61,Cloudy,Yes
03/06/2023,54,F,wine,Instagram,41.3,Rainy,Yes
25/06/2023,24,F,wine,TikTok,23.94,Sunny,No
01/06/2023,67,F,wine,Facebook,72.38,Cloudy,Yes
18/06/2023,45,M,whiskey,Facebook,74.61,Sunny,Yes
20/06/2023,36,M,whiskey,Facebook,75.58,Sunny,Yes
18/06/2023,42,M,wine,Facebook,53.34,Sunny,No
29/06/2023,40,M,whiskey,Facebook,74.23,Rainy,Yes
25/06/2023,71,F,wine,Facebook,53.67,Sunny,Yes
10/06/2023,51,M,whiskey,Facebook,48.25,Sunny,Yes
17/06/2023,51,M,whiskey,Facebook,62.23,Cloudy,Yes
11/06/2023,38,M,whiskey,Facebook,72.41,Sunny,Yes
18/06/2023,38,M,whiskey,Facebook,84.45,Sunny,Yes
19/06/2023,59,F,wine,Instagram,50.17,Cloudy,Yes
19/06/2023,47,M,whiskey,Facebook,62.74,Cloudy,Yes
25/06/2023,61,F,wine,Facebook,31.09,Sunny,No
11/06/2023,42,M,whiskey,Facebook,77.97,Sunny,Yes
04/06/2023,62,F,wine,Instagram,35.85,Sunny,No
01/06/2023,51,M,whiskey,Facebook,60.35,Cloudy,Yes
18/06/2023,50,M,whiskey,Twitter,52.59,Sunny,Yes
02/06/2023,39,M,whiskey,Facebook,72.11,Cloudy,Yes
17/06/2023,22,F,cocktail,Twitter,48.51,Cloudy,No
13/06/2023,45,M,whiskey,Twitter,50.16,Sunny,Yes
06/06/2023,42,M,whiskey,Facebook,59.22,Sunny,Yes
24/06/2023,58,F,cocktail,Facebook,39.55,Rainy,Yes
28/06/2023,51,M,wine,Facebook,80.62,Cloudy,Yes
14/06/2023,41,M,whiskey,Twitter,63,Stormy,No
24/06/2023,36,M,whiskey,Facebook,71.63,Rainy,Yes
17/06/2023,55,M,whiskey,Twitter,70.37,Cloudy,Yes
18/06/2023,27,M,cocktail,Twitter,47.22,Sunny,No
08/06/2023,61,F,wine,Instagram,43.96,Cloudy,No
24/06/2023,65,F,wine,Facebook,49.19,Rainy,No
02/06/2023,43,M,whiskey,Facebook,84.14,Cloudy,Yes
11/06/2023,31,M,whiskey,Facebook,83.93,Sunny,Yes
09/06/2023,38,M,whiskey,Facebook,61.34,Cloudy,Yes
03/06/2023,26,M,cocktail,TikTok,24.35,Rainy,No
13/06/2023,56,M,whiskey,Facebook,63.08,Sunny,Yes
24/06/2023,47,M,whiskey,Facebook,68.7,Rainy,Yes
30/06/2023,40,M,wine,Facebook,70.87,Sunny,No
10/06/2023,60,F,wine,Facebook,49.77,Sunny,Yes
03/06/2023,70,F,cocktail,Instagram,44.4,Rainy,Yes
02/06/2023,69,F,wine,Instagram,63.88,Cloudy,No
04/06/2023,63,F,cocktail,Instagram,45.75,Sunny,No
28/06/2023,43,M,whiskey,Facebook,61.28,Cloudy,Yes
05/06/2023,30,M,cocktail,TikTok,20.31,Cloudy,No
30/06/2023,21,M,beer,TikTok,8.22,Sunny,No
26/06/2023,47,M,whiskey,Facebook,57.6,Rainy,Yes
07/06/2023,42,M,whiskey,Facebook,68.47,Sunny,Yes
23/06/2023,50,M,whiskey,Facebook,73.81,Sunny,Yes
10/06/2023,42,M,whiskey,Facebook,72.66,Sunny,Yes
28/06/2023,73,F,wine,Instagram,51.48,Cloudy,Yes
10/06/2023,18,M,cocktail,TikTok,19.71,Sunny,No
18/06/2023,42,M,whiskey,Facebook,72.28,Sunny,Yes
12/06/2023,69,F,wine,Facebook,38.22,Rainy,No
11/06/2023,51,M,wine,Facebook,69.51,Sunny,No
11/06/2023,39,M,whiskey,Facebook,61.44,Sunny,Yes
02/06/2023,53,M,wine,Twitter,43.99,Cloudy,Yes
08/06/2023,47,M,whiskey,Twitter,82.26,Cloudy,Yes
19/06/2023,64,F,wine,Facebook,38.11,Cloudy,No
18/06/2023,34,M,whiskey,Facebook,79.95,Sunny,Yes
25/06/2023,28,M,beer,TikTok,19.77,Sunny,Yes
11/06/2023,18,F,cocktail,Instagram,43.97,Sunny,No
17/06/2023,35,M,wine,Facebook,79.61,Cloudy,No
10/06/2023,50,M,whiskey,Facebook,90.41,Sunny,Yes
18/06/2023,42,M,whiskey,Facebook,72.19,Sunny,Yes
09/06/2023,60,F,wine,Facebook,45.81,Cloudy,Yes
17/06/2023,49,M,whiskey,Facebook,74.01,Cloudy,Yes
03/06/2023,44,M,wine,Facebook,64.82,Rainy,Yes
10/06/2023,39,M,whiskey,Twitter,84.5,Sunny,No
10/06/2023,76,F,wine,Facebook,33.43,Sunny,Yes
11/06/2023,22,F,beer,TikTok,27.78,Sunny,Yes
18/06/2023,40,M,wine,Facebook,67.99,Sunny,No
17/06/2023,36,M,whiskey,Facebook,66.53,Cloudy,Yes
14/06/2023,53,M,whiskey,Facebook,82.33,Stormy,Yes
17/06/2023,64,F,cocktail,Facebook,67.77,Cloudy,No
28/06/2023,67,F,wine,Facebook,70.06,Cloudy,Yes
04/06/2023,49,M,whiskey,Twitter,71.01,Sunny,Yes
19/06/2023,39,M,whiskey,Facebook,45.77,Cloudy,No
26/06/2023,51,M,whiskey,Facebook,68.32,Rainy,Yes
03/06/2023,71,F,cocktail,Facebook,58.96,Rainy,Yes
24/06/2023,29,F,beer,Twitter,30.09,Rainy,No
18/06/2023,47,M,whiskey,Facebook,67.77,Sunny,Yes
24/06/2023,67,F,wine,Facebook,51.65,Rainy,Yes
15/06/2023,40,M,wine,Facebook,61.93,Sunny,Yes
23/06/2023,45,M,whiskey,Facebook,67.64,Sunny,Yes
20/06/2023,19,M,cocktail,TikTok,47.22,Sunny,Yes
25/06/2023,54,M,whiskey,Twitter,68.17,Sunny,Yes
06/06/2023,44,M,wine,Instagram,97.98,Sunny,No
04/06/2023,40,M,whiskey,Facebook,62.6,Sunny,Yes
03/06/2023,50,M,whiskey,Facebook,70.98,Rainy,Yes
10/06/2023,29,M,wine,TikTok,34.98,Sunny,Yes
01/06/2023,21,M,beer,TikTok,32.3,Cloudy,No
22/06/2023,49,M,whiskey,Facebook,67.57,Cloudy,Yes
24/06/2023,44,M,wine,Facebook,64.28,Rainy,No
19/06/2023,41,M,whiskey,Facebook,55.57,Cloudy,Yes
25/06/2023,67,F,beer,Facebook,51.43,Sunny,No
05/06/2023,75,F,wine,Instagram,40.85,Cloudy,Yes
23/06/2023,43,M,whiskey,Facebook,68.81,Sunny,Yes
15/06/2023,47,M,whiskey,Facebook,62.15,Sunny,Yes
18/06/2023,46,M,wine,Facebook,66.95,Sunny,Yes
03/06/2023,49,M,whiskey,Facebook,79.86,Rainy,Yes
10/06/2023,56,M,whiskey,Facebook,77.51,Sunny,Yes
10/06/2023,45,M,whiskey,Facebook,80.5,Sunny,Yes
19/06/2023,68,F,wine,Facebook,61.55,Cloudy,Yes
24/06/2023,44,M,whiskey,Facebook,69.16,Rainy,Yes
07/06/2023,43,M,whiskey,Facebook,75.2,Sunny,Yes
15/06/2023,46,M,whiskey,Facebook,63.93,Sunny,Yes
27/06/2023,30,F,beer,TikTok,18.8,Cloudy,No
23/06/2023,64,F,cocktail,Facebook,67.79,Sunny,No
20/06/2023,57,F,wine,Instagram,50.41,Sunny,No
18/06/2023,42,M,whiskey,Facebook,63.41,Sunny,No
13/06/2023,39,M,whiskey,Facebook,80.51,Sunny,Yes
03/06/2023,53,M,whiskey,Facebook,75.48,Rainy,No
14/06/2023,48,M,whiskey,Facebook,47.51,Stormy,Yes
17/06/2023,41,M,whiskey,Facebook,94.02,Cloudy,No
25/06/2023,62,F,wine,Facebook,32.2,Sunny,No
17/06/2023,50,M,wine,Facebook,60.21,Cloudy,No
08/06/2023,46,M,whiskey,Facebook,75.08,Cloudy,Yes
04/06/2023,47,M,whiskey,Facebook,104.41,Sunny,Yes
06/06/2023,21,M,cocktail,Instagram,27.07,Sunny,No
17/06/2023,51,M,wine,Facebook,73.45,Cloudy,No
20/06/2023,46,M,wine,Twitter,70.84,Sunny,No
18/06/2023,42,M,whiskey,Facebook,81.92,Sunny,Yes
15/06/2023,48,M,wine,Facebook,75.72,Sunny,Yes
10/06/2023,44,M,whiskey,Facebook,69.4,Sunny,Yes
24/06/2023,52,M,whiskey,Facebook,49.71,Rainy,Yes
20/06/2023,42,M,whiskey,Facebook,73.02,Sunny,Yes
07/06/2023,53,M,whiskey,Facebook,64.76,Sunny,Yes
19/06/2023,54,F,wine,Facebook,60.11,Cloudy,No
11/06/2023,56,M,whiskey,Facebook,81.27,Sunny,Yes
03/06/2023,37,M,whiskey,Facebook,79.03,Rainy,Yes
18/06/2023,45,M,whiskey,Facebook,66.78,Sunny,Yes
23/06/2023,34,M,whiskey,Facebook,88.01,Sunny,Yes
18/06/2023,43,M,whiskey,Facebook,65.09,Sunny,Yes
10/06/2023,44,M,whiskey,Facebook,70,Sunny,Yes
24/06/2023,47,M,whiskey,Facebook,46.96,Rainy,Yes
11/06/2023,41,M,wine,Facebook,70.12,Sunny,No
15/06/2023,71,F,cocktail,Facebook,61.49,Sunny,No
15/06/2023,40,M,whiskey,Facebook,56.69,Sunny,No
18/06/2023,39,M,whiskey,Facebook,74.93,Sunny,Yes
04/06/2023,52,M,whiskey,Facebook,75.07,Sunny,Yes
15/06/2023,50,M,cocktail,Facebook,59.47,Sunny,Yes
26/06/2023,43,M,wine,Facebook,80.1,Rainy,No
13/06/2023,45,M,whiskey,Facebook,60.84,Sunny,Yes
12/06/2023,51,M,whiskey,Facebook,62.31,Rainy,Yes
18/06/2023,44,M,whiskey,Facebook,65.81,Sunny,Yes
28/06/2023,34,F,beer,TikTok,14.74,Cloudy,Yes
29/06/2023,42,M,wine,Twitter,72.56,Rainy,No
03/06/2023,44,M,whiskey,Facebook,78.44,Rainy,Yes
22/06/2023,59,F,cocktail,Facebook,58.08,Cloudy,Yes
15/06/2023,48,M,whiskey,Twitter,84,Sunny,No
26/06/2023,37,M,whiskey,Facebook,57.92,Rainy,Yes
10/06/2023,42,M,whiskey,Facebook,82.6,Sunny,Yes
21/06/2023,46,M,whiskey,Facebook,55.69,Sunny,Yes
17/06/2023,50,M,wine,Facebook,65.26,Cloudy,Yes
13/06/2023,68,F,wine,Facebook,53.48,Sunny,Yes
26/06/2023,22,F,beer,Twitter,31.47,Rainy,No
25/06/2023,54,M,wine,Facebook,71.26,Sunny,Yes
10/06/2023,31,M,whiskey,Facebook,63.12,Sunny,Yes
24/06/2023,23,M,cocktail,TikTok,20.8,Rainy,No
30/06/2023,42,M,whiskey,Facebook,83.32,Sunny,No
21/06/2023,18,F,cocktail,TikTok,32.78,Sunny,No
10/06/2023,67,F,wine,Facebook,24.43,Sunny,Yes
21/06/2023,51,M,whiskey,Facebook,75.19,Sunny,Yes
17/06/2023,39,M,whiskey,Facebook,71.98,Cloudy,Yes
16/06/2023,70,F,wine,Instagram,56.19,Cloudy,Yes
03/06/2023,69,F,wine,Facebook,40.5,Rainy,No
10/06/2023,43,M,whiskey,Facebook,66.08,Sunny,Yes
13/06/2023,27,M,cocktail,TikTok,33.08,Sunny,No
24/06/2023,36,M,wine,Facebook,77.04,Rainy,Yes
14/06/2023,69,F,wine,Facebook,50.52,Stormy,No
08/06/2023,60,F,wine,Facebook,49.01,Cloudy,No
21/06/2023,30,F,beer,TikTok,38,Sunny,No
03/06/2023,59,F,cocktail,Instagram,42.32,Rainy,Yes
15/06/2023,52,M,whiskey,Facebook,79.89,Sunny,Yes
04/06/2023,43,M,whiskey,Facebook,71.51,Sunny,Yes
07/06/2023,49,M,whiskey,Facebook,60.75,Sunny,Yes
25/06/2023,59,F,wine,Facebook,51.88,Sunny,No
17/06/2023,51,M,whiskey,Facebook,69.29,Cloudy,Yes
10/06/2023,29,F,beer,TikTok,42.94,Sunny,No
11/06/2023,43,M,whiskey,Facebook,60.75,Sunny,Yes
30/06/2023,41,M,whiskey,Facebook,80.4,Sunny,Yes
11/06/2023,34,M,whiskey,Facebook,72.98,Sunny,Yes
11/06/2023,71,F,wine,Facebook,54.73,Sunny,Yes
29/06/2023,72,F,wine,Facebook,53.17,Rainy,Yes
11/06/2023,51,M,whiskey,Facebook,63.91,Sunny,Yes
24/06/2023,50,M,whiskey,Facebook,72.5,Rainy,No
24/06/2023,74,F,wine,Facebook,48.99,Rainy,No
08/06/2023,68,F,wine,Facebook,48.99,Cloudy,Yes
11/06/2023,43,M,whiskey,Twitter,73.89,Sunny,Yes
18/06/2023,36,M,whiskey,Facebook,72.28,Sunny,Yes
07/06/2023,51,M,whiskey,Facebook,85.62,Sunny,Yes
10/06/2023,46,M,whiskey,Facebook,56.12,Sunny,No
19/06/2023,43,M,whiskey,Facebook,82.84,Cloudy,Yes
04/06/2023,70,F,cocktail,Facebook,50.9,Sunny,No
25/06/2023,18,M,beer,TikTok,23.54,Sunny,No
25/06/2023,52,M,wine,Facebook,67,Sunny,No
21/06/2023,62,F,wine,Instagram,30.21,Sunny,No
04/06/2023,44,M,wine,Facebook,69.91,Sunny,No
25/06/2023,67,F,wine,Facebook,57.48,Sunny,No
11/06/2023,40,M,whiskey,Facebook,75.41,Sunny,Yes
24/06/2023,51,M,whiskey,Facebook,63.21,Rainy,No
07/06/2023,45,M,whiskey,Facebook,77.94,Sunny,No
26/06/2023,74,F,wine,Instagram,48.33,Rainy,Yes
18/06/2023,45,M,wine,Facebook,78.41,Sunny,Yes
18/06/2023,53,F,cocktail,Facebook,59.64,Sunny,Yes
18/06/2023,36,M,whiskey,Facebook,68.66,Sunny,Yes
24/06/2023,48,M,whiskey,Facebook,60.66,Rainy,Yes
25/06/2023,44,M,whiskey,Facebook,63.77,Sunny,Yes
12/06/2023,37,M,wine,Facebook,72.63,Rainy,No
19/06/2023,45,M,whiskey,Facebook,61.55,Cloudy,Yes
05/06/2023,52,M,whiskey,Facebook,76.86,Cloudy,Yes
28/06/2023,38,M,whiskey,Facebook,62.3,Cloudy,Yes
03/06/2023,34,F,cocktail,Instagram,19.99,Rainy,No
27/06/2023,49,M,whiskey,Facebook,72.18,Cloudy,Yes
14/06/2023,47,M,whiskey,Facebook,82.31,Stormy,Yes
20/06/2023,48,M,whiskey,Facebook,69.09,Sunny,Yes
30/06/2023,45,M,wine,Facebook,65.5,Sunny,Yes
26/06/2023,64,F,cocktail,Instagram,54.09,Rainy,Yes
18/06/2023,54,M,whiskey,Facebook,69.8,Sunny,Yes
17/06/2023,37,M,wine,Facebook,83.85,Cloudy,Yes
28/06/2023,42,M,whiskey,Facebook,50.01,Cloudy,Yes
24/06/2023,50,M,whiskey,Facebook,78.12,Rainy,Yes
17/06/2023,42,M,wine,Facebook,88.67,Cloudy,No
10/06/2023,58,F,wine,Facebook,35.56,Sunny,Yes
04/06/2023,35,O,whiskey,Facebook,76.8,Sunny,Yes
02/06/2023,50,M,whiskey,Facebook,62.75,Cloudy,Yes
12/06/2023,46,M,whiskey,Facebook,83.83,Rainy,Yes
27/06/2023,59,M,whiskey,Twitter,73.95,Cloudy,Yes
25/06/2023,44,M,whiskey,Facebook,43.09,Sunny,Yes
25/06/2023,46,M,wine,Facebook,42.93,Sunny,Yes
04/06/2023,49,M,wine,Facebook,76.21,Sunny,No
20/06/2023,40,M,whiskey,Twitter,81.53,Sunny,Yes
11/06/2023,45,M,wine,Facebook,71.05,Sunny,Yes
17/06/2023,50,M,whiskey,Facebook,73.59,Cloudy,Yes
22/06/2023,49,M,whiskey,Facebook,75.91,Cloudy,Yes
14/06/2023,34,M,beer,TikTok,21.66,Stormy,No
15/06/2023,39,M,whiskey,Facebook,73.08,Sunny,Yes
01/06/2023,38,M,whiskey,Facebook,83.29,Cloudy,Yes
18/06/2023,55,M,whiskey,Twitter,58.2,Sunny,Yes
10/06/2023,35,M,whiskey,Facebook,91.03,Sunny,Yes
29/06/2023,23,M,cocktail,TikTok,44.41,Rainy,Yes
14/06/2023,66,F,cocktail,Facebook,48.84,Stormy,Yes
25/06/2023,38,M,wine,Facebook,48.49,Sunny,No
11/06/2023,45,M,whiskey,Facebook,67.67,Sunny,Yes
14/06/2023,47,M,wine,Twitter,78.83,Stormy,Yes
13/06/2023,34,F,cocktail,TikTok,37.57,Sunny,No
11/06/2023,32,F,beer,Twitter,40.48,Sunny,Yes
25/06/2023,67,F,wine,Facebook,50.49,Sunny,No
24/06/2023,48,M,whiskey,Facebook,55.75,Rainy,Yes
17/06/2023,47,M,whiskey,Facebook,60.5,Cloudy,Yes
17/06/2023,42,M,whiskey,Twitter,60.31,Cloudy,Yes
29/06/2023,43,M,whiskey,Twitter,67.77,Rainy,Yes
24/06/2023,20,F,cocktail,Twitter,27.73,Rainy,No
22/06/2023,37,M,wine,Facebook,56.49,Cloudy,No
02/06/2023,52,M,beer,Facebook,72.32,Cloudy,No
24/06/2023,40,M,wine,Facebook,59.74,Rainy,No
10/06/2023,30,M,cocktail,Twitter,22.41,Sunny,No
10/06/2023,55,M,whiskey,Facebook,71.38,Sunny,Yes
07/06/2023,57,M,whiskey,Facebook,81.83,Sunny,Yes
01/06/2023,48,M,whiskey,Facebook,91.21,Cloudy,Yes
25/06/2023,33,F,cocktail,TikTok,57.41,Sunny,No
20/06/2023,43,M,whiskey,Facebook,75.37,Sunny,Yes
27/06/2023,43,M,whiskey,Facebook,68.23,Cloudy,Yes
03/06/2023,25,M,cocktail,Twitter,40.67,Rainy,No
03/06/2023,42,M,whiskey,Facebook,68.63,Rainy,Yes
04/06/2023,46,M,whiskey,Facebook,60.81,Sunny,Yes
14/06/2023,37,M,whiskey,Facebook,60.59,Stormy,Yes
